Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Principled reasoning and practical applications of alert fusion in intrusion detection systems,"['G Gu', 'AA Cárdenas', 'W Lee']","that by combining several diverse intrusion detectors (ie, forming an IDS  decision on the  alerts from multiple detectors in order to improve the final performance. We propose a decision-",2008,Proceedings of the 2008 ACM symposium …,,,,,,,65,https://dl.acm.org/doi/abs/10.1145/1368310.1368332,"/scholar?cites=3281293108243096612&as_sdt=5,33&sciodt=0,33&hl=en"
An anomaly-based intrusion detection system for the smart grid based on cart decision tree,['PI Radoglou-Grammatikis'],confidentiality of systems. An effective countermeasure against the previous security threats  is Intrusion Detection Systems (IDS). The rapid evolution of computing systems resulted in,2018,2018 global information …,,,,,,,61,https://ieeexplore.ieee.org/abstract/document/8635743/,"/scholar?cites=17816593799667777457&as_sdt=5,33&sciodt=0,33&hl=en"
A scalable decision tree system and its application in pattern recognition and intrusion detection,['XB Li'],to three large data sets pertaining to pattern recognition and intrusion detection problems.  The  up well against large data sets and produces decision tree models with very high quality.,2005,Decision Support Systems,,,,,,,92,https://www.sciencedirect.com/science/article/pii/S0167923604001265,"/scholar?cites=2815645146930764216&as_sdt=5,33&sciodt=0,33&hl=en"
Evolving intrusion detection systems,"['A Abraham', 'C Grosan']",with some machine learning techniques like Support Vector Machines (SVM) and Decision   techniques could play an important role in designing real time intrusion detection systems.,2006,Genetic Systems Programming: Theory and …,,,,,,,60,https://link.springer.com/content/pdf/10.1007/3-540-32498-4_3?pdf=chapter%20toc,"/scholar?cites=7153866935779426751&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion and intrusion detection,['J McHugh'],"a decision, but intrusion detectors typically base their decisions either on signal (signature-based  detectors) or noise (anomalybased detectors) characterizations. Each approach has",2001,International Journal of Information Security,,,,,,,350,https://link.springer.com/article/10.1007/s102070100001,"/scholar?cites=4520887829596814603&as_sdt=5,33&sciodt=0,33&hl=en"
"Intrusion Detection Systems, Issues, Challenges, and Needs.","['M Al-Janabi', 'MA Ismail', 'AH Ali']","Elouedi, Naive bayes vs decision trees in intrusion detection systems, in ACM Symposium  on Applied Computing, Nicosia, Cyprus, 2004. [39] D. Papamartzivanos, FG Mármol, G.",2021,Int. J. Comput. Intell. Syst.,,,,,,,68,https://www.academia.edu/download/108184826/125951139.pdf,"/scholar?cites=9012008253391140323&as_sdt=5,33&sciodt=0,33&hl=en"
Modified parallel random forest for intrusion detection systems,"['S Masarat', 'S Sharifian', 'H Taheri']",for intrusion detection systems. The original random forest algorithm has some weaknesses  in  Ensemble of some decision trees will create a decision forest. Trees can be utilized in,2016,The Journal of Supercomputing,,,,,,,45,https://link.springer.com/article/10.1007/s11227-016-1727-6,"/scholar?cites=4915196953403677559&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems for wireless sensor networks: A survey,"['AH Farooqi', 'FA Khan']",There are three possible decisions; validate (node is  and analysis of the existing Intrusion  Detection Systems (IDS) for  Energy-efficient intrusion detection systems are suitable for,2009,International Conference on Future Generation …,,,,,,,121,https://link.springer.com/chapter/10.1007/978-3-642-10844-0_29,"/scholar?cites=729893851332893981&as_sdt=5,33&sciodt=0,33&hl=en"
An Intrusion Detection Method Based on Decision Tree‐Recursive Feature Elimination in Ensemble Learning,"['W Lian', 'G Nie', 'B Jia', 'D Shi', 'Q Fan']","noises, and some existing intrusion detection technologies have  an intrusion detection method  based on the Decision Tree- We firstly propose a data processing method by the Decision",2020,… Problems in Engineering,,,,,,,87,https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/2835023,"/scholar?cites=2176222210223777240&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection in IoT-based smart grid using hybrid decision tree,"['SM Taghavinejad', 'M Taghavinejad']","Since Intrusion Detection System (IDS) is one of the ways  paper, a smart method for  intrusion detection in these types of  of three decision trees was used to detect intrusion and the",2020,… Conference on Web …,,,,,,,52,https://ieeexplore.ieee.org/abstract/document/9122320/,"/scholar?cites=11597598140358985185&as_sdt=5,33&sciodt=0,33&hl=en"
Parzen-window network intrusion detectors,"['DY Yeung', 'C Chow']","Many intrusion detection systems proposed before use both normal and intrusion data to   which is based on an ensemble of decision trees with bagged boosting, as our system uses no",2002,2002 International Conference on Pattern …,,,,,,,427,https://ieeexplore.ieee.org/abstract/document/1047476/,"/scholar?cites=17644557135302617862&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning techniques for feature reduction in intrusion detection systems: a comparison,"['M Bahrololum', 'E Salahi']","three methods for feature selection based on Decision trees (DT), Flexible Neural Tree (FNT)  and Particle Swarm Optimization (PSO). The results based on comparison of three",2009,2009 Fourth International …,,,,,,,40,https://ieeexplore.ieee.org/abstract/document/5369962/,"/scholar?cites=11928411819504131439&as_sdt=5,33&sciodt=0,33&hl=en"
Studying machine learning techniques for intrusion detection systems,['QV Dang'],traditional signature-based intrusion detection approach [24]  decided to use the attacking  datasets gathered by [41] and made public by Canadian Institute for Cybersecurity Footnote 3 .,2019,Future Data and Security Engineering: 6th International …,,,,,,,57,https://link.springer.com/chapter/10.1007/978-3-030-35653-8_28,"/scholar?cites=4117165854750376929&as_sdt=5,33&sciodt=0,33&hl=en"
A technical review and comparative analysis of machine learning techniques for intrusion detection systems in MANET,"['S Laqtib', 'K El Yassini', 'ML Hasnaoui']","cluster heads work in some way as central points similar to  concept applies to intrusion  detection systems where there is  , ie monitoring and deciding on intrusions detected locally. A",2020,International Journal of Electrical …,,,,,,,50,https://core.ac.uk/download/pdf/333845267.pdf,"/scholar?cites=15960911706089790071&as_sdt=5,33&sciodt=0,33&hl=en"
Analysis of machine learning techniques based intrusion detection systems,"['RK Sharma', 'HK Kalita', 'P Borah']",intrusion detection could achieve high detection rate as well as low false positive rate. This  paper discusses some  performance of Decision Tree (J48) algorithm in anomaly detection in,2016,"… and Informatics: ICACNI 2015, Volume 2",,,,,,,46,https://link.springer.com/chapter/10.1007/978-81-322-2529-4_51,"/scholar?cites=15808411758390648792&as_sdt=5,33&sciodt=0,33&hl=en"
Data mining and intrusion detection systems,"['Z Dewa', 'LA Maglaras']",based system uses the normal profile of a system or user to determine its decision making  process[10]. Development begins at the point at which the detector forms a judgement on,2016,International Journal of Advanced …,,,,,,,90,https://pdfs.semanticscholar.org/ab08/312f0fe6c7f49d43d6e7d49d8aaa1928f629.pdf,"/scholar?cites=2461592326335464537&as_sdt=5,33&sciodt=0,33&hl=en"
Towards intrusion detection in wireless sensor networks,"['I Krontiris', 'T Dimitriou', 'FC Freiling']","We break this into three parts. First, we talk about auditing mechanisms, then about detection  algorithms and finally about decision making techniques. For each part we present the",2007,proceedings of the 13th …,,,,,,,176,https://www.academia.edu/download/35849356/krontiris-ew2007.pdf,"/scholar?cites=2086495180946127712&as_sdt=5,33&sciodt=0,33&hl=en"
D-SCIDS: Distributed soft computing intrusion detection system,"['A Abraham', 'R Jain', 'J Thomas', 'SY Han']",three fuzzy rule-based classifiers to detect intrusions in a network. Results are then compared  with other machine learning techniques like decision  a major role for intrusion detection.,2007,Journal of Network and Computer …,,,,,,,260,https://www.sciencedirect.com/science/article/pii/S1084804505000421,"/scholar?cites=17463267384055886078&as_sdt=5,33&sciodt=0,33&hl=en"
Understanding the decision of machine learning based intrusion detection systems,['QV Dang'],"Intrusion detection systems (IDSs) play an important role in cyber-security [24] as it  In the  early days of computer systems, the signature-based intrusion detection systems are widely",2020,Future Data and Security Engineering: 7th International …,,,,,,,21,https://link.springer.com/chapter/10.1007/978-3-030-63924-2_22,"/scholar?cites=10295666675342027312&as_sdt=5,33&sciodt=0,33&hl=en"
Random-forests-based network intrusion detection systems,"['J Zhang', 'M Zulkernine', 'A Haque']",in classifying some rare classes than the classical decision tree al three ways: 1) anomaly  detection followed by misuse detection; 2) misuse and anomaly detection in parallel; and 3,2008,… Transactions on Systems …,,,,,,,682,https://ieeexplore.ieee.org/abstract/document/4603103/,"/scholar?cites=10517765980328556645&as_sdt=5,33&sciodt=0,33&hl=en"
Big Data in intrusion detection systems and intrusion prevention systems,['L Wang'],"attacks, intrusion detection systems, intrusion prevention systems, and intrusion detection  methods  Boosted decision tree (DT) approach for intrusion detection system is an ensemble",2017,Journal of Computer Networks,,,,,,,32,https://pdfs.semanticscholar.org/2a91/5eaf1ad1103df1f336117ff78f333904ef7d.pdf,"/scholar?cites=11818935384420470425&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems for IoT-based smart environments: a survey,"['MF Elrawy', 'AI Awad', 'HFA Hamed']","for intrusion detection systems (IDSs) designed for IoT environments to mitigate IoT-related  security attacks that exploit some of  Moreover, the ability to make decisions is an important",2018,Journal of Cloud Computing,,,,,,,465,https://link.springer.com/article/10.1186/s13677-018-0123-6,"/scholar?cites=7326515101085906742&as_sdt=5,33&sciodt=0,33&hl=en"
Feature deduction and ensemble design of intrusion detection systems,"['S Chebrolu', 'A Abraham', 'JP Thomas']",The important variables for intrusion detection were decided by their contribution to the  construction of the decision tree. Variable rankings were generated in terms of percentages. We,2005,Computers & security,,,,,,,917,https://www.sciencedirect.com/science/article/pii/S016740480400238X,"/scholar?cites=17743161261319390562&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection using mobile agents in wireless ad hoc networks,"['O Kachirski', 'R Guha']",4.1 Decision Making Mechanism Experience with intrusion detection systems designed for  wired networks helps us to classify decisionmaking mechanisms for such IDS systems into,2002,Proceedings. IEEE Workshop on …,,,,,,,273,https://ieeexplore.ieee.org/abstract/document/1115178/,"/scholar?cites=8579796589883629522&as_sdt=5,33&sciodt=0,33&hl=en"
Soft computing models for network intrusion detection systems,"['A Abraham', 'R Jain']","-based classifiers, decision trees, support vector  intrusion detection systems. Empirical  results clearly show that soft computing approach could play a major role for intrusion detection.",2005,Classification and clustering for knowledge discovery,,,,,,,90,https://link.springer.com/chapter/10.1007/11011620_13,"/scholar?cites=12787338242571321977&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection and prevention: concepts and techniques,"['AA Ghorbani', 'W Lu', 'M Tavallaee']","operating systems or network utilities, and weak policy decisions. SAINT provides three  optional modes of operation, namely light mode, normal model and heavy model. In light mode,",2009,,,,,,,,376,https://books.google.com/books?hl=en&lr=&id=qBA6BPSWhk8C&oi=fnd&pg=PR2&dq=three+way+decision+in+intrusion+detection+systems&ots=Rv7zyHROHa&sig=DnGN9W8uSJ3Xyp0uTgsbsLBXiwU,"/scholar?cites=4664163456542664925&as_sdt=5,33&sciodt=0,33&hl=en"
Network-based intrusion detection with support vector machines,"['DS Kim', 'JS Park']","sets, we validated a decision model by using the preprocessed validation sets. In third  phase, we evaluated the detection rates of the decision model that had constructed in second",2003,"… : International Conference, ICOIN 2003, Cheju Island …",,,,,,,194,https://link.springer.com/chapter/10.1007/978-3-540-45235-5_73,"/scholar?cites=18293839299696287364&as_sdt=5,33&sciodt=0,33&hl=en"
Efficient Feature Selection Technique for Network Intrusion Detection System Using Discrete Differential Evolution and Decision.,"['E Popoola', 'AO Adewumi']","is a critical challenge in information and communication systems amongst other  this intrusion,  the threat persists. These days, intrusion detection systems (IDS) are faced with detecting",2017,Int. J. Netw. Secur.,,,,,,,55,https://www.academia.edu/download/97703312/ijns-2017-v19-n5-p660-669.pdf,"/scholar?cites=11723654314181667213&as_sdt=5,33&sciodt=0,33&hl=en"
Intelligent network intrusion detection using alternating decision trees,"['MA Jabbar', 'S Samreen']",But many of the existing systems have not resulted in  the detection rate and reducing the  false alarm rate. We propose intelligent intrusion detection system using alternating decision,2016,2016 international conference on …,,,,,,,32,https://ieeexplore.ieee.org/abstract/document/8053265/,"/scholar?cites=640479684237418236&as_sdt=5,33&sciodt=0,33&hl=en"
Intelligent network intrusion prevention feature collection and classification algorithms,"['D Selva', 'B Nagaraj', 'D Pelusi', 'R Arunkumar', 'A Nair']","the rules to decide on intrusion detection effectively.  intrusion detection program [26]. In the  past, such IDS were developed to provide greater detection accuracy integrating the decision",2021,Algorithms,,,,,,,90,https://www.mdpi.com/1999-4893/14/8/224,"/scholar?cites=12517911492620513671&as_sdt=5,33&sciodt=0,33&hl=en"
A Comprehensive Survey on Machine Learning‐Based Intrusion Detection Systems for Secure Communication in Internet of Things,"['SVN Santhosh Kumar', 'M Selvi']","cities and intelligent transport systems. The IoT environment,  management techniques,  intrusion detection systems provide a  as the intrusion prevention module whenever the decision",2023,Computational …,,,,,,,83,https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/8981988,"/scholar?cites=17489035426735333029&as_sdt=5,33&sciodt=0,33&hl=en"
A deep learning approach for proactive multi-cloud cooperative intrusion detection system,"['A Abusitta', 'M Bellaiche', 'M Dagenais']","In this work, the proactive aspect was achieved in two ways: (1) making decisions about  suspicious intrusions proactively without having to apply aggregation methods on IDSs’",2019,… Computer Systems,,,,,,,134,https://www.sciencedirect.com/science/article/pii/S0167739X18326992,"/scholar?cites=15010957099149894519&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid technique using binary particle swarm optimization and decision tree pruning for network intrusion detection,"['AJ Malik', 'FA Khan']","In this paper, we present a decision tree pruning technique using PSO algorithm for the  network intrusion detection problem. We use a binary particle to select branches of the tree that",2018,Cluster Computing,,,,,,,101,https://link.springer.com/article/10.1007/s10586-017-0971-8,"/scholar?cites=10725131414250749561&as_sdt=5,33&sciodt=0,33&hl=en"
Two layers multi-class detection method for network intrusion detection system,"['Y Yuan', 'L Huo', 'D Hogrefe']",two classical ways to build a decision tree. C5.0 method [18] is a new updated decision tree   The intrusion detection model based on decision trees mainly includes two types. The first,2017,2017 IEEE Symposium on …,,,,,,,42,https://ieeexplore.ieee.org/abstract/document/8024620/,"/scholar?cites=4112854238526068109&as_sdt=5,33&sciodt=0,33&hl=en"
A novel SVM-kNN-PSO ensemble method for intrusion detection system,"['AA Aburomman', 'MBI Reaz']","We combined the expert opinions in three ways. In this first way, we generate weights using   Optionally a third dataset may be obtained to validate classifiers, and we decided to create",2016,Applied Soft Computing,,,,,,,599,https://www.sciencedirect.com/science/article/pii/S1568494615006328,"/scholar?cites=10067476928668088906&as_sdt=5,33&sciodt=0,33&hl=en"
CANN: An intrusion detection system based on combining cluster centers and nearest neighbors,"['WC Lin', 'SW Ke', 'CF Tsai']","intrusion detection systems (IDS) is to detect various types of malicious network traffic and  computer usage, which cannot be detected  networks, decision trees, and so on [3], [33], [37].",2015,Knowledge-based systems,,,,,,,641,https://www.sciencedirect.com/science/article/pii/S0950705115000167,"/scholar?cites=10426207663946377273&as_sdt=5,33&sciodt=0,33&hl=en"
A semantic approach to host-based intrusion detection systems using contiguousand discontiguous system call patterns,"['G Creech', 'J Hu']","to any decision engine, albeit with some  a decision fusion application, such as in a distributed  IDS arrangement, where the more complex threat is better defeated with broader detection",2013,IEEE Transactions on Computers,,,,,,,438,https://ieeexplore.ieee.org/abstract/document/6419701/,"/scholar?cites=11972265583598341465&as_sdt=5,33&sciodt=0,33&hl=en"
Unsupervised network intrusion detection systems: Detecting the unknown without knowledge,"['P Casas', 'J Mazel', 'P Owezarski']","a decision tree to detect  decisions trees, we have decided to use early-stopping learning.  For this reason, not all the attacks present in the training dataset are detected by the decision-",2012,Computer Communications,,,,,,,348,https://www.sciencedirect.com/science/article/pii/S0140366412000266,"/scholar?cites=15129001386116625418&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of intrusion detection in Internet of Things,"['BB Zarpelão', 'RS Miani', 'CT Kawakani']",", we present a survey about intrusion detection in IoT. Our  make a final decision regarding  the intrusion. Thanigaivelan et  the final decision about the intrusion detection makes the",2017,Journal of Network and …,,,,,,,1189,https://www.sciencedirect.com/science/article/pii/S1084804517300802,"/scholar?cites=13028766305539649689&as_sdt=5,33&sciodt=0,33&hl=en"
Federated learning for IoMT applications: A standardization and benchmarking framework of intrusion detection systems,"['A Alamleh', 'OS Albahri', 'AA Zaidan']",based intrusion detection systems (IDSs) for federated  under the standardisation and  multicriteria decision-making (MCDM)  multicriteria decision making method for intrusion detection,2022,IEEE Journal of …,,,,,,,57,https://ieeexplore.ieee.org/abstract/document/9756888/,"/scholar?cites=3069904710279758591&as_sdt=5,33&sciodt=0,33&hl=en"
Effectiveness of machine learning based intrusion detection systems,"['M Alrowaily', 'F Alenezi', 'Z Lu']",as intrusion detection and prevention systems have great significance. The intrusion detection   learning algorithms by using the CICIDS2017 intrusion detection dataset. It ensued to,2019,"… , SpaCCS 2019, Atlanta, GA, USA, July 14 …",,,,,,,53,https://link.springer.com/chapter/10.1007/978-3-030-24907-6_21,"/scholar?cites=2674434171093327408&as_sdt=5,33&sciodt=0,33&hl=en"
On the vital areas of intrusion detection systems in wireless sensor networks,"['A Abduvaliyev', 'ASK Pathan', 'J Zhou']","and full explanation of the anomaly detection techniques used in this paper, that is, how to  effectively analyze the collected data and how to make decision on the existence of intrusions.",2013,… Surveys & Tutorials,,,,,,,285,https://ieeexplore.ieee.org/abstract/document/6407453/,"/scholar?cites=17901045507821267706&as_sdt=5,33&sciodt=0,33&hl=en"
E2IDS: an enhanced intelligent intrusion detection system based on decision tree algorithm,"['MA Bouke', 'A Abdullah', 'SH ALshatebi']","systems. This work presents an enhanced intelligent intrusion detection model (E2IDS) to  detect  The model design is Decision Tree (DT) algorithm-based, with an approach to data",2022,Journal of Applied …,,,,,,,16,https://www.sabapub.com/index.php/jaai/article/view/450,"/scholar?cites=18007944384693562012&as_sdt=5,33&sciodt=0,33&hl=en"
A novel IoT-based explainable deep learning framework for intrusion detection systems,"['Z Abou El Houda', 'B Brik']","In this context, intrusion detection systems (IDSs) proved their efficiency in detecting various   In fact, ML/DL-based solutions make “machine-centric” decisions about intrusion detection",2022,IEEE Internet of Things …,,,,,,,52,https://ieeexplore.ieee.org/abstract/document/9889261/,"/scholar?cites=17418559765211239139&as_sdt=5,33&sciodt=0,33&hl=en"
A granular intrusion detection system using rough cognitive networks,"['G Nápoles', 'I Grau', 'R Falcon', 'R Bello']","In this chapter, we tackle the network intrusion detection problem from a classification angle   implies a decision of abstaining. The three-way decisions play an important role in decision-",2016,Recent advances in …,,,,,,,25,https://link.springer.com/chapter/10.1007/978-3-319-26450-9_7,"/scholar?cites=9711646906964113562&as_sdt=5,33&sciodt=0,33&hl=en"
A decision tree classifier for intrusion detection priority tagging,['A Ammar'],"In Section 3, we present the decision tree classifier that we use for classifying the intrusion  detection priorities. In Section 4, we detail the obtained results, before concluding in Section 5",2015,Journal of Computer and Communications,,,,,,,45,https://www.scirp.org/html/6-1730195_55717.htm,"/scholar?cites=11958945725914439784&as_sdt=5,33&sciodt=0,33&hl=en"
Achieving explainability of intrusion detection system by hybrid oracle-explainer approach,"['M Szczepański', 'M Choraś', 'M Pawlicki']",have decided to use the ”XAI Desiderata” from [7]:  Detection Systems There are a few  additional concerns about XAI that must be stressed in the context of Intrusion Detection Systems (,2020,… Joint Conference on …,,,,,,,65,https://ieeexplore.ieee.org/abstract/document/9207199/,"/scholar?cites=3177650382402654263&as_sdt=5,33&sciodt=0,33&hl=en"
A novel feature-selection approach based on the cuttlefish optimization algorithm for intrusion detection systems,"['AS Eesa', 'Z Orman', 'AMA Brifcani']",optimization algorithm which is used for intrusion detection systems (IDSs). Because IDSs   of features and the decision tree (DT) classifier as a judgement on the selected features that,2015,Expert systems with applications,,,,,,,427,https://www.sciencedirect.com/science/article/pii/S0957417414006952,"/scholar?cites=4241646169672762376&as_sdt=5,33&sciodt=0,33&hl=en"
Improving intrusion detection for imbalanced network traffic,['C Thomas'],that enables available intrusion detection systems to work  The data-dependent decision  fusion architecture presented  to the decisions of various intrusion detection systems. The,2013,Security and communication Networks,,,,,,,39,https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.564,"/scholar?cites=81761061711143766&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection system based on multi-layer perceptron neural networks and decision tree,"['J Esmaily', 'R Moradinezhad']","In this paper, a method based on Artificial N and Decision Trees is proposed to desig  Intrusion Detection System with high detecti false alarm rate. This method is consisted o phases.",2015,2015 7th Conference on …,,,,,,,79,https://ieeexplore.ieee.org/abstract/document/7288736/,"/scholar?cites=9293744669744227236&as_sdt=5,33&sciodt=0,33&hl=en"
A study on fuzzy intrusion detection,"['JT Yao', 'SL Zhao', 'LV Saxton']",on developing an anomaly intrusion detection system with a dynamic decision boundary. The   apply some fuzzy functions on the rule set to develop a fuzzy classifier or a fuzzy decision,2005,"Data Mining, Intrusion Detection …",,,,,,,115,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/5812/0000/A-study-on-fuzzy-intrusion-detection/10.1117/12.604465.short,"/scholar?cites=14399550149264130227&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection using dynamic feature selection and fuzzy temporal decision tree classification for wireless sensor networks,"['P Nancy', 'S Muthurajkumar', 'S Ganapathy']","Intrusion detection systems assume a noteworthy job in the  existing intrusion detection  systems focus only on the detection  In order to address this challenge, a new intrusion detection",2020,IET …,,,,,,,169,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-com.2019.0172,"/scholar?cites=18104751862928941323&as_sdt=5,33&sciodt=0,33&hl=en"
Design of mnitiple-level tree classifiers for intrusion detection system,"['C Xiang', 'MY Chong', 'HL Zhu']",Many current intrusion detection systems include both misuse and anomaly detection   Another disadvantage of this decision trce is that it is onIy ablc to detect known attacks. New,2004,"… and Intelligent Systems, 2004.",,,,,,,40,https://ieeexplore.ieee.org/abstract/document/1460703/,"/scholar?cites=3583587710810562963&as_sdt=5,33&sciodt=0,33&hl=en"
A review on intrusion detection system using machine learning techniques,"['US Musa', 'S Chakraborty']","decision in some way to provide better effective predictive performance [31],[32]. Therefore,  by aggregating different results of poor learners, the ensemble classifier provides enhanced",2021,… Intelligent Systems  …,,,,,,,26,https://ieeexplore.ieee.org/abstract/document/9397121/,"/scholar?cites=8725097571798325113&as_sdt=5,33&sciodt=0,33&hl=en"
Distributed intrusion detection system for wireless sensor networks,"['K Medhat', 'RA Ramadan']",", since searching a binary tree introduces lesser complexity than a multi-way decision tree [  and three-layer intrusion detection scheme for WSN was proposed that detects the intrusions",2015,2015 9th International …,,,,,,,18,https://ieeexplore.ieee.org/abstract/document/7373249/,"/scholar?cites=15516389224122326477&as_sdt=5,33&sciodt=0,33&hl=en"
Recursive feature elimination with cross-validation with decision tree: Feature selection method for machine learning-based intrusion detection systems,"['M Awad', 'S Fraihat']","This section presents relevant intrusion detection systems that used UNSW-NB15 and  for  intrusion detection. In [19], Yin et al. proposed an anomaly-based network intrusion detection",2023,Journal of Sensor and Actuator Networks,,,,,,,44,https://www.mdpi.com/2224-2708/12/5/67,"/scholar?cites=13006105566914733839&as_sdt=5,33&sciodt=0,33&hl=en"
An explainable machine learning framework for intrusion detection systems,"['M Wang', 'K Zheng', 'Y Yang', 'X Wang']","to find out why the model makes a certain decision. In this paper, SHAP [30] is used to  increase the interpretability of the intrusion detection systems. SHAP is a method that can do local",2020,IEEE Access,,,,,,,290,https://ieeexplore.ieee.org/abstract/document/9069273/,"/scholar?cites=16431363495232669329&as_sdt=5,33&sciodt=0,33&hl=en"
An effective combining classifier approach using tree algorithms for network intrusion detection,"['J Kevric', 'S Jukic', 'A Subasi']","We will use decision tree-based machine learning tools to classify whether the incoming  network traffics are normal or an attack, using 41 different features. No feature selection was",2017,Neural Computing and Applications,,,,,,,242,https://link.springer.com/article/10.1007/s00521-016-2418-1,"/scholar?cites=2584832503429091161&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on types of machine learning techniques in intrusion prevention systems,"['S Das', 'MJ Nene']","define the traffic flow are in place using various intrusion detection and prevention systems.  However, the security issues and  Solving through decision tree algorithm 3. IP fragmentation",2017,2017 International conference on wireless …,,,,,,,59,https://ieeexplore.ieee.org/abstract/document/8300169/,"/scholar?cites=8156900885875936853&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of recent intrusion detection systems for wireless sensor network,"['T Bhattasali', 'R Chaki']","Intrusion detection system is one of the major and efficient  review of some of the recent  intrusion detection systems in wireless  their reputation by SM, if it is not decided as malicious.",2011,Advances in Network Security and Applications: 4th …,,,,,,,85,https://link.springer.com/chapter/10.1007/978-3-642-22540-6_27,"/scholar?cites=10845502302265167002&as_sdt=5,33&sciodt=0,33&hl=en"
The Use of Artificial‐Intelligence‐Based Ensembles for Intrusion Detection: A Review,"['G Kumar', 'K Kumar']","decision and coverage optimization ensembles, important AI-based ensembles for intrusion  detection proposed in last decade has been described, considering the different ways",2012,Applied Computational Intelligence and …,,,,,,,54,https://onlinelibrary.wiley.com/doi/abs/10.1155/2012/850160,"/scholar?cites=3690185623970298075&as_sdt=5,33&sciodt=0,33&hl=en"
A framework for cooperative intrusion detection,"['D Frincke', 'D Tobin', 'J McConnell']","decisions is one of the most important facets of cooperative intrusion detection systems.   policy violations for external domains, the decision regarding whether to collect and transmit",1998,… Information Systems …,,,,,,,156,https://books.google.com/books?hl=en&lr=&id=5g0SAQAAMAAJ&oi=fnd&pg=PA361&dq=three+way+decision+in+intrusion+detection+systems&ots=y_0Bd_-viL&sig=8jixPkLl5tsrcITC57EMXQEingg,"/scholar?cites=6055397300073992427&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection system: A machine learning approach,"['M Panda', 'A Abraham', 'S Das']","widely used KDDCup 1999 intrusion detection benchmark dataset,  intrusion detection.  Finally, Experimental results with 5-class classification are demonstrated that include: Detection",2011,Intelligent Decision …,,,,,,,59,https://content.iospress.com/articles/intelligent-decision-technologies/idt00117,"/scholar?cites=16631246816236823718&as_sdt=5,33&sciodt=0,33&hl=en"
Collaborative intrusion detection system (CIDS): a framework for accurate and efficient IDS,"['YS Wu', 'B Foo', 'Y Mei', 'S Bagchi']",to finally come up with a decision about the intrusion. The system is evaluated using a  web-based electronic store front application and under three different classes of attacks – buffer,2003,19th Annual Computer …,,,,,,,197,https://ieeexplore.ieee.org/abstract/document/1254328/,"/scholar?cites=3136527357902051748&as_sdt=5,33&sciodt=0,33&hl=en"
Comparison deep learning method to traditional methods using for network intrusion detection,"['B Dong', 'X Wang']",Intrusion detection analyses got data from  decided to use different methods on open  data set and did experiment with these methods to find out a best way to intrusion detection,2016,2016 8th IEEE international conference on …,,,,,,,335,https://ieeexplore.ieee.org/abstract/document/7586590/,"/scholar?cites=15782374406808660153&as_sdt=5,33&sciodt=0,33&hl=en"
The base-rate fallacy and the difficulty of intrusion detection,['S Axelsson'],"problem is not a binary but rather an n-valued problem, where in reality we would make  binary decisions between n different types of intrusions. Closely related is the unit of analysis",2000,ACM Transactions on Information and System Security …,,,,,,,970,https://dl.acm.org/doi/abs/10.1145/357830.357849,"/scholar?cites=15209602255105572507&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluation of intrusion detection systems under a resource constraint,"['YU Ryu', 'HS Rhee']","In this article, we extend the previous decision-theoretic intrusion detection model and  generalize the target operation-based evaluation method by adding a constraint on the",2008,ACM Transactions on Information and System …,,,,,,,22,https://dl.acm.org/doi/abs/10.1145/1380564.1380566,"/scholar?cites=10502451807170851730&as_sdt=5,33&sciodt=0,33&hl=en"
"Weaknesses, Vulnerabilities and Elusion Strategies Against Intrusion Detection Systems",['H Jadidoleslamy'],"to improving detection level and performance of IDS; also, this paper considers some intrusion  tools,  about who should make final decision if occurring intrusion or not, or if a node is an",2012,International Journal of Computer Science and …,,,,,,,12,https://www.academia.edu/download/37677101/3412ijcses02.pdf,"/scholar?cites=14434196722538671903&as_sdt=5,33&sciodt=0,33&hl=en"
